scientific,common,order,family,birdnet_label,birdnet_how
Myotis diminutus,Diminutive Myotis,Chiroptera,Vespertilionidae,,none
Myotis dominicensis,Dominican Myotis,Chiroptera,Vespertilionidae,,none
Myotis elegans,Elegant Myotis,Chiroptera,Vespertilionidae,,none
Myotis emarginatus,Geoffroy's Myotis,Chiroptera,Vespertilionidae,Myotis emarginatus_Geoffroy's Bat,exact
Myotis escalerai,Escalera's Myotis,Chiroptera,Vespertilionidae,,none
Myotis evotis,Long-eared Myotis,Chiroptera,Vespertilionidae,Myotis evotis_Long-eared Myotis,exact
Myotis extremus,Mexican Black Myotis,Chiroptera,Vespertilionidae,,none
Myotis federatus,Malaysian Whiskered Myotis,Chiroptera,Vespertilionidae,,none
Myotis fimbriatus,Fringed Long-footed Myotis,Chiroptera,Vespertilionidae,,none
Myotis findleyi,Findley's Myotis,Chiroptera,Vespertilionidae,,none
Myotis formosus,Black-and-orange Myotis,Chiroptera,Vespertilionidae,,none
Myotis fortidens,Cinnamon Myotis,Chiroptera,Vespertilionidae,,none
Myotis frater,Fraternal Myotis,Chiroptera,Vespertilionidae,,none
Myotis gomantongensis,Gomantong Myotis,Chiroptera,Vespertilionidae,,none
Myotis goudotii,Malagasy Myotis,Chiroptera,Vespertilionidae,,none
Myotis grisescens,Gray Myotis,Chiroptera,Vespertilionidae,Myotis grisescens_Gray Bat,exact
Myotis guarani,Guaraní Myotis,Chiroptera,Vespertilionidae,,none
Myotis handleyi,Handley's Myotis,Chiroptera,Vespertilionidae,,none
Myotis hasseltii,Lesser Large-footed Myotis,Chiroptera,Vespertilionidae,,none
Myotis hayesi,Hayes's Thick-thumbed Myotis,Chiroptera,Vespertilionidae,,none
Myotis hermani,Herman's Myotis,Chiroptera,Vespertilionidae,,none
Myotis himalaicus,Himalayan Long-tailed Myotis,Chiroptera,Vespertilionidae,,none
Myotis horsfieldii,Horsfield's Myotis,Chiroptera,Vespertilionidae,Myotis horsfieldii_Horsfield's Bat,exact
Myotis hoveli,Hovel's Myotis,Chiroptera,Vespertilionidae,,none
Myotis huariorum,Huari Myotis,Chiroptera,Vespertilionidae,,none
Myotis hyrcanicus,Hyrcanian Myotis,Chiroptera,Vespertilionidae,,none
Myotis ikonnikovi,Ikonnikov's Myotis,Chiroptera,Vespertilionidae,,none
Myotis indochinensis,Indochinese Myotis,Chiroptera,Vespertilionidae,,none
Myotis insularum,Insular Myotis,Chiroptera,Vespertilionidae,,none
Myotis izecksohni,Izecksohn's Myotis,Chiroptera,Vespertilionidae,,none
Myotis kalkoae,Kalko's Myotis,Chiroptera,Vespertilionidae,,none
Myotis keaysi,Southern Hairy-legged Myotis,Chiroptera,Vespertilionidae,Myotis keaysi_hairy-legged myotis,exact
Myotis keenii,Keen's Myotis,Chiroptera,Vespertilionidae,,none
Myotis laniger,Chinese Water Myotis,Chiroptera,Vespertilionidae,,none
Myotis larensis,Lara Myotis,Chiroptera,Vespertilionidae,,none
Myotis lavali,LaVal's Myotis,Chiroptera,Vespertilionidae,,none
Myotis leibii,Eastern Small-footed Myotis,Chiroptera,Vespertilionidae,Myotis leibii_Eastern Small-footed Myotis,exact
Myotis levis,Yellowish Myotis,Chiroptera,Vespertilionidae,Myotis dinellii_Dinelli's Myotis,synonym
Myotis longicaudatus,Long-tailed Myotis,Chiroptera,Vespertilionidae,,none
Myotis longipes,Kashmir Cave Myotis,Chiroptera,Vespertilionidae,,none
Myotis lucifugus,Little Brown Myotis,Chiroptera,Vespertilionidae,Myotis lucifugus_Little Brown Bat,exact
Myotis macrodactylus,Big-footed Myotis,Chiroptera,Vespertilionidae,,none
Myotis macropus,Southern Myotis,Chiroptera,Vespertilionidae,Myotis macropus_Southern Myotis,exact
Myotis macrotarsus,Pallid Large-footed Myotis,Chiroptera,Vespertilionidae,,none
Myotis martiniquensis,Schwartz's Myotis,Chiroptera,Vespertilionidae,,none
Myotis midastactus,Golden Myotis,Chiroptera,Vespertilionidae,,none
Myotis moluccarum,Maluku Myotis,Chiroptera,Vespertilionidae,,none
Myotis montivagus,Burmese Whiskered Myotis,Chiroptera,Vespertilionidae,,none
Myotis moratellii,Moratelli's Myotis,Chiroptera,Vespertilionidae,,none
Myotis morrisi,Morris's Myotis,Chiroptera,Vespertilionidae,,none
Myotis muricola,Nepalese Whiskered Myotis,Chiroptera,Vespertilionidae,Myotis muricola_Whiskered Myotis,exact
Myotis myotis,Greater Myotis,Chiroptera,Vespertilionidae,Myotis myotis_Mouse-eared Bat,exact
Myotis mystacinus,Common Whiskered Myotis,Chiroptera,Vespertilionidae,Myotis mystacinus_Whiskered Bat,exact
Myotis nattereri,Natterer's Myotis,Chiroptera,Vespertilionidae,Myotis nattereri_Natterer's Bat,exact
Myotis nesopolus,Curaçao Myotis,Chiroptera,Vespertilionidae,,none
Myotis nigricans,Common Black Myotis,Chiroptera,Vespertilionidae,Myotis nigricans_Black Myotis,exact
Myotis nimbaensis,Nimba Myotis,Chiroptera,Vespertilionidae,,none
Myotis nipalensis,Nepal Myotis,Chiroptera,Vespertilionidae,,none
Myotis nustrale,Corsican Myotis,Chiroptera,Vespertilionidae,,none
Myotis nyctor,Barbados Myotis,Chiroptera,Vespertilionidae,,none
Myotis occultus,Arizona Myotis,Chiroptera,Vespertilionidae,,none
Myotis oxyotus,Montane Myotis,Chiroptera,Vespertilionidae,Myotis oxyotus_montane myotis,exact
Myotis pampa,Pampas Myotis,Chiroptera,Vespertilionidae,,none
Myotis pequinius,Peking Myotis,Chiroptera,Vespertilionidae,,none
Myotis petax,Russian Myotis,Chiroptera,Vespertilionidae,Myotis petax_Eastern water bat,exact
Myotis peytoni,Peyton's Myotis,Chiroptera,Vespertilionidae,,none
Myotis phanluongi,Phan Luong's Myotis,Chiroptera,Vespertilionidae,,none
Myotis pilosatibialis,Northern Hairy-legged Myotis,Chiroptera,Vespertilionidae,Myotis pilosatibialis_Northern Hairy-legged Myotis,exact
Myotis pilosus,Rickett's Big-footed Myotis,Chiroptera,Vespertilionidae,,none
Myotis planiceps,Flat-headed Myotis,Chiroptera,Vespertilionidae,,none
Myotis pruinosus,Frosted Myotis,Chiroptera,Vespertilionidae,,none
Myotis punicus,Maghreb Myotis,Chiroptera,Vespertilionidae,Myotis punicus_Felten's myotis,exact
Myotis ridleyi,Ridley's Myotis,Chiroptera,Vespertilionidae,,none
Myotis riparius,Riparian Myotis,Chiroptera,Vespertilionidae,Myotis riparius_riparian myotis,exact
Myotis rosseti,Thick-thumbed Myotis,Chiroptera,Vespertilionidae,,none
Myotis ruber,Red Myotis,Chiroptera,Vespertilionidae,,none
Myotis rufoniger,Reddish-black Myotis,Chiroptera,Vespertilionidae,,none
Myotis rufopictus,Orange-fingered Myotis,Chiroptera,Vespertilionidae,,none
Myotis schaubi,Schaub's Myotis,Chiroptera,Vespertilionidae,,none
Myotis scotti,Scott's Myotis,Chiroptera,Vespertilionidae,,none
Myotis secundus,Long-toed Myotis,Chiroptera,Vespertilionidae,,none
Myotis septentrionalis,Northern Myotis,Chiroptera,Vespertilionidae,Myotis septentrionalis_Northern Myotis,exact
Myotis sibiricus,Siberian Whiskered Myotis,Chiroptera,Vespertilionidae,,none
Myotis sicarius,Mandelli's Myotis,Chiroptera,Vespertilionidae,,none
Myotis siligorensis,Himalayan Whiskered Myotis,Chiroptera,Vespertilionidae,,none
Myotis simus,Velvety Myotis,Chiroptera,Vespertilionidae,,none
Myotis sodalis,Indiana Myotis,Chiroptera,Vespertilionidae,,none
Myotis soror,Reddish Myotis,Chiroptera,Vespertilionidae,,none
Myotis sowerbyi,Sowerby's Whiskered Myotis,Chiroptera,Vespertilionidae,,none
Myotis stalkeri,Stalker's Myotis,Chiroptera,Vespertilionidae,,none
Myotis thysanodes,Fringed Myotis,Chiroptera,Vespertilionidae,Myotis thysanodes_Fringed Myotis,exact
Myotis tricolor,Temminck's Myotis,Chiroptera,Vespertilionidae,,none
Myotis tschuliensis,Tschuli Myotis,Chiroptera,Vespertilionidae,,none
Myotis velifer,Cave Myotis,Chiroptera,Vespertilionidae,Myotis velifer_Cave Myotis,exact
Myotis vivesi,Fish-eating Myotis,Chiroptera,Vespertilionidae,Myotis vivesi_fish-eating bat,exact
Myotis volans,Long-legged Myotis,Chiroptera,Vespertilionidae,Myotis volans_Long-legged Myotis,exact
Myotis weberi,Weber's Myotis,Chiroptera,Vespertilionidae,,none
Myotis welwitschii,Welwitsch's Myotis,Chiroptera,Vespertilionidae,,none
Myotis yanbarensis,Yanbaru Whiskered Myotis,Chiroptera,Vespertilionidae,,none
Myotis yumanensis,Yuma Myotis,Chiroptera,Vespertilionidae,Myotis yumanensis_Yuma Myotis,exact
Myotis zenatius,Zenati Myotis,Chiroptera,Vespertilionidae,,none
Submyotodon caliginosus,Himalayan Broad-muzzled Bat,Chiroptera,Vespertilionidae,,none
Submyotodon latirostris,Taiwan Broad-muzzled Bat,Chiroptera,Vespertilionidae,,none
Submyotodon moupinensis,Moupin Broad-muzzled Bat,Chiroptera,Vespertilionidae,,none
Antrozous koopmani,Cuban Pallid Bat,Chiroptera,Vespertilionidae,,none
Antrozous pallidus,Common Pallid Bat,Chiroptera,Vespertilionidae,Antrozous pallidus_Pallid Bat,exact
Baeodon alleni,Allen's Yellow Bat,Chiroptera,Vespertilionidae,,none
Baeodon gracilis,Slender Yellow Bat,Chiroptera,Vespertilionidae,,none
Bauerus dubiaquercus,Van Gelder's Bat,Chiroptera,Vespertilionidae,Bauerus dubiaquercus_Van Gelder's bat,exact
Rhogeessa aenea,Yucatán Yellow Bat,Chiroptera,Vespertilionidae,Rhogeessa aenea_Yucatán Yellow Bat,exact
Rhogeessa bickhami,Bickham's Yellow Bat,Chiroptera,Vespertilionidae,,none
Rhogeessa genowaysi,Genoways's Yellow Bat,Chiroptera,Vespertilionidae,,none
Rhogeessa hussoni,Husson's Yellow Bat,Chiroptera,Vespertilionidae,,none
Rhogeessa io,Thomas's Yellow Bat,Chiroptera,Vespertilionidae,Rhogeessa io_Thomas's Yellow Bat,exact
Rhogeessa menchuae,Menchu's Yellow Bat,Chiroptera,Vespertilionidae,,none
Rhogeessa minutilla,Tiny Yellow Bat,Chiroptera,Vespertilionidae,,none
Rhogeessa mira,Least Yellow Bat,Chiroptera,Vespertilionidae,,none
Rhogeessa parvula,Northern Little Yellow Bat,Chiroptera,Vespertilionidae,Rhogeessa parvula_little yellow bat,exact
Rhogeessa permutandis,Nicaraguan Little Yellow Bat,Chiroptera,Vespertilionidae,,none
Rhogeessa tumida,Black-winged Little Yellow Bat,Chiroptera,Vespertilionidae,,none
Rhogeessa velilla,Ecuadorian Little Yellow Bat,Chiroptera,Vespertilionidae,,none
Parastrellus hesperus,Canyon Bat,Chiroptera,Vespertilionidae,Parastrellus hesperus_Canyon Bat,exact
Perimyotis subflavus,Tricolored Bat,Chiroptera,Vespertilionidae,Perimyotis subflavus_Tricolored Bat,exact
Rhyneptesicus nasutus,Sind Bat,Chiroptera,Vespertilionidae,,none
Lasiurus arequipae,Arequipa Red Bat,Chiroptera,Vespertilionidae,,none
Lasiurus atratus,Greater Red Bat,Chiroptera,Vespertilionidae,,none
Lasiurus blossevillii,Southern Red Bat,Chiroptera,Vespertilionidae,Lasiurus blossevillii_Southern red bat,exact
Lasiurus borealis,Eastern Red Bat,Chiroptera,Vespertilionidae,Lasiurus borealis_Eastern Red Bat,exact
Lasiurus castaneus,Tacarcunan Bat,Chiroptera,Vespertilionidae,,none
Lasiurus cinereus,Northern Hoary Bat,Chiroptera,Vespertilionidae,Lasiurus cinereus_Northern Hoary Bat,exact
Lasiurus degelidus,Jamaican Red Bat,Chiroptera,Vespertilionidae,,none
Lasiurus ebenus,Hairy-tailed Bat,Chiroptera,Vespertilionidae,,none
Lasiurus ega,Southern Yellow Bat,Chiroptera,Vespertilionidae,Lasiurus ega_Southern Yellow Bat,exact
Lasiurus egregius,Big Red Bat,Chiroptera,Vespertilionidae,,none
Lasiurus frantzii,Desert Red Bat,Chiroptera,Vespertilionidae,Lasiurus frantzii_Western red bat,exact
Lasiurus insularis,Cuban Yellow Bat,Chiroptera,Vespertilionidae,,none
Lasiurus intermedius,Northern Yellow Bat,Chiroptera,Vespertilionidae,Lasiurus intermedius_Northern Yellow Bat,exact
Lasiurus minor,Minor Red Bat,Chiroptera,Vespertilionidae,,none
Lasiurus pfeifferi,Pfeiffer's Red Bat,Chiroptera,Vespertilionidae,,none
Lasiurus seminolus,Seminole Bat,Chiroptera,Vespertilionidae,Lasiurus seminolus_Seminole Bat,exact
Lasiurus semotus,Hawaiian Hoary Bat,Chiroptera,Vespertilionidae,,none
Lasiurus varius,Cinnamon Red Bat,Chiroptera,Vespertilionidae,Lasiurus varius_Cinnamon Red Bat,exact
Lasiurus villosissimus,Southern Hoary Bat,Chiroptera,Vespertilionidae,Lasiurus villosissimus_Southern Hoary Bat,exact
Lasiurus xanthinus,Western Yellow Bat,Chiroptera,Vespertilionidae,Lasiurus xanthinus_Western Yellow Bat,exact
Arielulus aureocollaris,Collared Sprite,Chiroptera,Vespertilionidae,,none
Arielulus circumdatus,Bronze Sprite,Chiroptera,Vespertilionidae,,none
Arielulus cuprosus,Southern Coppery Sprite,Chiroptera,Vespertilionidae,,none
Arielulus drungicus,Northern Coppery Sprite,Chiroptera,Vespertilionidae,,none
Arielulus societatis,Social Sprite,Chiroptera,Vespertilionidae,,none
Arielulus torquatus,Necklace Sprite,Chiroptera,Vespertilionidae,,none
Cnephaeus anatolicus,Anatolian Serotine,Chiroptera,Vespertilionidae,,none
Cnephaeus bottae,Botta's Serotine,Chiroptera,Vespertilionidae,,none
Cnephaeus floweri,Horn-skinned Serotine,Chiroptera,Vespertilionidae,,none
Cnephaeus gobiensis,Gobi Serotine,Chiroptera,Vespertilionidae,,none
Cnephaeus hottentotus,Long-tailed Serotine,Chiroptera,Vespertilionidae,,none
Cnephaeus isabellinus,Meridional Serotine,Chiroptera,Vespertilionidae,Cnephaeus isabellinus_Meridional Serotine,exact
Cnephaeus japonensis,Japanese Serotine,Chiroptera,Vespertilionidae,,none
Cnephaeus kobayashii,Kobayashi's Serotine,Chiroptera,Vespertilionidae,,none
Cnephaeus nilssonii,Northern Serotine,Chiroptera,Vespertilionidae,Cnephaeus nilssonii_Northern Serotine,exact
Cnephaeus ognevi,Ognev's Serotine,Chiroptera,Vespertilionidae,,none
Cnephaeus pachyomus,Oriental Serotine,Chiroptera,Vespertilionidae,Cnephaeus pachyomus_Oriental Serotine,exact
Cnephaeus pachyotis,Thick-eared Serotine,Chiroptera,Vespertilionidae,,none
Cnephaeus platyops,Lagos Serotine,Chiroptera,Vespertilionidae,,none
Cnephaeus serotinus,Eurasian Serotine,Chiroptera,Vespertilionidae,Cnephaeus serotinus_Eurasian Serotine,exact
Cnephaeus tatei,Sombre Serotine,Chiroptera,Vespertilionidae,,none
Eptesicus dutertreus,Caribbean Brown Bat,Chiroptera,Vespertilionidae,,none
Eptesicus fuscus,Big Brown Bat,Chiroptera,Vespertilionidae,Eptesicus fuscus_Big Brown Bat,exact
Glauconycteris alboguttata,Striped Butterfly Bat,Chiroptera,Vespertilionidae,,none
Glauconycteris argentata,Common Butterfly Bat,Chiroptera,Vespertilionidae,,none
Glauconycteris atra,Blackish Butterfly Bat,Chiroptera,Vespertilionidae,,none
Glauconycteris baka,Baka Butterfly Bat,Chiroptera,Vespertilionidae,,none
Glauconycteris beatrix,Beatrix's Butterfly Bat,Chiroptera,Vespertilionidae,,none
Glauconycteris curryae,Curry's Butterfly Bat,Chiroptera,Vespertilionidae,,none
Glauconycteris egeria,Bibundi Butterfly Bat,Chiroptera,Vespertilionidae,,none
Glauconycteris gleni,Glen's Butterfly Bat,Chiroptera,Vespertilionidae,,none
Glauconycteris humeralis,Spotted Butterfly Bat,Chiroptera,Vespertilionidae,,none
Glauconycteris kenyacola,Kenyan Butterfly Bat,Chiroptera,Vespertilionidae,,none
Glauconycteris lobeke,Lobéké Butterfly Bat,Chiroptera,Vespertilionidae,,none
Glauconycteris machadoi,Machado's Butterfly Bat,Chiroptera,Vespertilionidae,,none
Glauconycteris poensis,Abo Butterfly Bat,Chiroptera,Vespertilionidae,,none
Glauconycteris superba,Pied Butterfly Bat,Chiroptera,Vespertilionidae,,none
Glauconycteris variegata,Variegated Butterfly Bat,Chiroptera,Vespertilionidae,,none
Hesperoptenus blanfordi,Blanford's False Serotine,Chiroptera,Vespertilionidae,,none
Hesperoptenus doriae,Doria's False Serotine,Chiroptera,Vespertilionidae,,none
Hesperoptenus gaskelli,Gaskell's False Serotine,Chiroptera,Vespertilionidae,,none
Hesperoptenus tickelli,Tickell's False Serotine,Chiroptera,Vespertilionidae,,none
Hesperoptenus tomesi,Large False Serotine,Chiroptera,Vespertilionidae,,none
Histiotus alienus,Strange Big-eared Brown Bat,Chiroptera,Vespertilionidae,,none
Histiotus cadenai,Cadena-García's Big-eared Brown Bat,Chiroptera,Vespertilionidae,,none
Histiotus colombiae,Colombian Big-eared Brown Bat,Chiroptera,Vespertilionidae,,none
Histiotus diaphanopterus,Transparent-winged Big-eared Brown Bat,Chiroptera,Vespertilionidae,,none
Histiotus humboldti,Humboldt's Big-eared Brown Bat,Chiroptera,Vespertilionidae,,none
Histiotus laephotis,Thomas's Big-eared Brown Bat,Chiroptera,Vespertilionidae,,none
Histiotus macrotus,Common Big-eared Brown Bat,Chiroptera,Vespertilionidae,,none
Histiotus magellanicus,Southern Big-eared Brown Bat,Chiroptera,Vespertilionidae,,none
Histiotus mochica,Moche Big-eared Brown Bat,Chiroptera,Vespertilionidae,,none
Histiotus montanus,Small Big-eared Brown Bat,Chiroptera,Vespertilionidae,Histiotus montanus_small big-eared brown bat,exact
Histiotus velatus,Tropical Big-eared Brown Bat,Chiroptera,Vespertilionidae,,none
Ia io,Great Evening Bat,Chiroptera,Vespertilionidae,,none
Lasionycteris noctivagans,Silver-haired Bat,Chiroptera,Vespertilionidae,Lasionycteris noctivagans_Silver-haired Bat,exact
Neoeptesicus andinus,Little Black Serotine,Chiroptera,Vespertilionidae,,none
Neoeptesicus brasiliensis,Brazilian Serotine,Chiroptera,Vespertilionidae,Neoeptesicus brasiliensis_Brazilian Serotine,exact
Neoeptesicus chiriquinus,Chiriquinan Serotine,Chiroptera,Vespertilionidae,Neoeptesicus chiriquinus_Chiriquinan Serotine,exact
Neoeptesicus diminutus,Diminutive Serotine,Chiroptera,Vespertilionidae,,none
Neoeptesicus furinalis,Argentine Serotine,Chiroptera,Vespertilionidae,Neoeptesicus furinalis_Argentine Serotine,exact
Neoeptesicus innoxius,Harmless Serotine,Chiroptera,Vespertilionidae,,none
Neoeptesicus langeri,Langer's Serotine,Chiroptera,Vespertilionidae,,none
Neoeptesicus orinocensis,Orinoco Serotine,Chiroptera,Vespertilionidae,,none
Neoeptesicus taddeii,Taddei's Serotine,Chiroptera,Vespertilionidae,,none
Neoeptesicus ulapesensis,Ulapes Serotine,Chiroptera,Vespertilionidae,,none
Nycticeius aenobarbus,Temminck's Mysterious Bat,Chiroptera,Vespertilionidae,,none
Nycticeius cubanus,Cuban Evening Bat,Chiroptera,Vespertilionidae,,none
Nycticeius humeralis,North American Evening Bat,Chiroptera,Vespertilionidae,Nycticeius humeralis_Evening Bat,exact
Scoteanax rueppellii,Rüppell's Broad-nosed Bat,Chiroptera,Vespertilionidae,,none
Scotomanes ornatus,Harlequin Bat,Chiroptera,Vespertilionidae,,none
Scotorepens balstoni,Inland Broad-nosed Bat,Chiroptera,Vespertilionidae,Scotorepens balstoni_Inland Broad-nosed Bat,exact
Scotorepens greyii,Little Broad-nosed Bat,Chiroptera,Vespertilionidae,,none
Scotorepens orion,Eastern Broad-nosed Bat,Chiroptera,Vespertilionidae,Scotorepens orion_Eastern Broad-nosed Bat,exact
Scotorepens sanborni,Northern Broad-nosed Bat,Chiroptera,Vespertilionidae,,none
Alionoctula abramus,Japanese Pipistrelle,Chiroptera,Vespertilionidae,Pipistrellus abramus_Japanese Pipistrelle,synonym
Alionoctula adamsi,Forest Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula angulata,New Guinea Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula babu,Babu's Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula ceylonica,Kelaart's Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula collina,Greater Papuan Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula coromandra,Indian Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula dhofarensis,Dhofar Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula endoi,Endo's Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula javanica,Javan Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula minahassae,Minahassa Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula murrayi,Christmas Island Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula papuana,Lesser Papuan Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula paterculus,Mount Popa Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula stenoptera,Narrow-winged Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula sturdeei,Sturdee's Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula tenuis,Least Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula wattsi,Watts's Pipistrelle,Chiroptera,Vespertilionidae,,none
Alionoctula westralis,Northern Pipistrelle,Chiroptera,Vespertilionidae,,none
Glischropus aquilus,Dark Thick-thumbed Bat,Chiroptera,Vespertilionidae,,none
Glischropus bucephalus,Indochinese Thick-thumbed Bat,Chiroptera,Vespertilionidae,,none
Glischropus javanus,Javan Thick-thumbed Bat,Chiroptera,Vespertilionidae,,none
Glischropus meghalayanus,Meghalaya Thick-thumbed Bat,Chiroptera,Vespertilionidae,,none
Glischropus tylopus,Common Thick-thumbed Bat,Chiroptera,Vespertilionidae,,none
Nyctalus aviator,Bird-like Noctule,Chiroptera,Vespertilionidae,,none
Nyctalus azoreum,Azores Noctule,Chiroptera,Vespertilionidae,Nyctalus azoreum_Azores Noctule,exact
Nyctalus furvus,Japanese Noctule,Chiroptera,Vespertilionidae,,none
Nyctalus lasiopterus,Greater Noctule,Chiroptera,Vespertilionidae,Nyctalus lasiopterus_Giant Noctule,exact
Nyctalus leisleri,Leisler's Noctule,Chiroptera,Vespertilionidae,Nyctalus leisleri_Lesser Noctule,exact
Nyctalus montanus,Mountain Noctule,Chiroptera,Vespertilionidae,,none
Nyctalus noctula,Common Noctule,Chiroptera,Vespertilionidae,Nyctalus noctula_Common Noctule,exact
Nyctalus plancyi,Chinese Noctule,Chiroptera,Vespertilionidae,Nyctalus plancyi_Chinese Noctule,exact
