scientific,common,order,family,tol_name,tol_how,birdnet_label,birdnet_how
Quiscalus mexicanus,Great-tailed Grackle,Passeriformes,Icteridae,Quiscalus mexicanus,exact,Quiscalus mexicanus_Great-tailed Grackle,exact
Quiscalus palustris,Slender-billed Grackle,Passeriformes,Icteridae,Quiscalus palustris,exact,,none
Quiscalus nicaraguensis,Nicaraguan Grackle,Passeriformes,Icteridae,Quiscalus nicaraguensis,exact,Quiscalus nicaraguensis_Nicaraguan Grackle,exact
Quiscalus niger,Greater Antillean Grackle,Passeriformes,Icteridae,Quiscalus niger,exact,Quiscalus niger_Greater Antillean Grackle,exact
Quiscalus lugubris,Carib Grackle,Passeriformes,Icteridae,Quiscalus lugubris,exact,Quiscalus lugubris_Carib Grackle,exact
Macroagelaius subalaris,Colombian Mountain Grackle,Passeriformes,Icteridae,Macroagelaius subalaris,exact,Macroagelaius subalaris_Colombian Mountain Grackle,exact
Macroagelaius imthurni,Golden-tufted Mountain Grackle,Passeriformes,Icteridae,Macroagelaius imthurni,exact,Macroagelaius imthurni_Golden-tufted Mountain Grackle,exact
Lampropsar tanagrinus,Velvet-fronted Grackle,Passeriformes,Icteridae,Lampropsar tanagrinus,exact,Lampropsar tanagrinus_Velvet-fronted Grackle,exact
Gymnomystax mexicanus,Oriole Blackbird,Passeriformes,Icteridae,Gymnomystax mexicanus,exact,Gymnomystax mexicanus_Oriole Blackbird,exact
Hypopyrrhus pyrohypogaster,Red-bellied Grackle,Passeriformes,Icteridae,Hypopyrrhus pyrohypogaster,exact,Hypopyrrhus pyrohypogaster_Red-bellied Grackle,exact
Amblyramphus holosericeus,Scarlet-headed Blackbird,Passeriformes,Icteridae,Amblyramphus holosericeus,exact,Amblyramphus holosericeus_Scarlet-headed Blackbird,exact
Curaeus curaeus,Austral Blackbird,Passeriformes,Icteridae,Curaeus curaeus,exact,Curaeus curaeus_Austral Blackbird,exact
Anumara forbesi,Forbes's Blackbird,Passeriformes,Icteridae,,none,Anumara forbesi_Forbes's Blackbird,exact
Gnorimopsar chopi,Chopi Blackbird,Passeriformes,Icteridae,Gnorimopsar chopi,exact,Gnorimopsar chopi_Chopi Blackbird,exact
Agelasticus xanthophthalmus,Pale-eyed Blackbird,Passeriformes,Icteridae,Agelasticus xanthophthalmus,exact,Agelasticus xanthophthalmus_Pale-eyed Blackbird,exact
Agelasticus cyanopus,Unicolored Blackbird,Passeriformes,Icteridae,Agelasticus cyanopus,exact,Agelasticus cyanopus_Unicolored Blackbird,exact
Agelasticus thilius,Yellow-winged Blackbird,Passeriformes,Icteridae,Agelasticus thilius,exact,Agelasticus thilius_Yellow-winged Blackbird,exact
Oreopsar bolivianus,Bolivian Blackbird,Passeriformes,Icteridae,,none,Oreopsar bolivianus_Bolivian Blackbird,exact
Agelaioides fringillarius,Pale Baywing,Passeriformes,Icteridae,,none,Agelaioides fringillarius_Pale Baywing,exact
Agelaioides badius,Greyish Baywing,Passeriformes,Icteridae,Agelaioides badius,exact,Agelaioides badius_Greyish Baywing,exact
Chrysomus ruficapillus,Chestnut-capped Blackbird,Passeriformes,Icteridae,Chrysomus ruficapillus,exact,Chrysomus ruficapillus_Chestnut-capped Blackbird,exact
Chrysomus icterocephalus,Yellow-hooded Blackbird,Passeriformes,Icteridae,Chrysomus icterocephalus,exact,Chrysomus icterocephalus_Yellow-hooded Blackbird,exact
Xanthopsar flavus,Saffron-cowled Blackbird,Passeriformes,Icteridae,Xanthopsar flavus,exact,Xanthopsar flavus_Saffron-cowled Blackbird,exact
Pseudoleistes virescens,Brown-and-yellow Marshbird,Passeriformes,Icteridae,Pseudoleistes virescens,exact,Pseudoleistes virescens_Brown-and-yellow Marshbird,exact
Pseudoleistes guirahuro,Yellow-rumped Marshbird,Passeriformes,Icteridae,Pseudoleistes guirahuro,exact,Pseudoleistes guirahuro_Yellow-rumped Marshbird,exact
Seiurus aurocapilla,Ovenbird,Passeriformes,Parulidae,Seiurus aurocapilla,exact,Seiurus aurocapilla_Ovenbird,exact
Parkesia noveboracensis,Northern Waterthrush,Passeriformes,Parulidae,Parkesia noveboracensis,exact,Parkesia noveboracensis_Northern Waterthrush,exact
Parkesia motacilla,Louisiana Waterthrush,Passeriformes,Parulidae,Parkesia motacilla,exact,Parkesia motacilla_Louisiana Waterthrush,exact
Helmitheros vermivorum,Worm-eating Warbler,Passeriformes,Parulidae,Helmitheros vermivorum,exact,Helmitheros vermivorum_Worm-eating Warbler,exact
Mniotilta varia,Black-and-white Warbler,Passeriformes,Parulidae,Mniotilta varia,exact,Mniotilta varia_Black-and-white Warbler,exact
Protonotaria citrea,Prothonotary Warbler,Passeriformes,Parulidae,Protonotaria citrea,exact,Protonotaria citrea_Prothonotary Warbler,exact
Limnothlypis swainsonii,Swainson's Warbler,Passeriformes,Parulidae,Limnothlypis swainsonii,exact,Limnothlypis swainsonii_Swainson's Warbler,exact
Vermivora bachmanii,Bachman's Warbler,Passeriformes,Parulidae,Vermivora bachmanii,exact,Vermivora bachmanii_Bachman's Warbler,exact
Vermivora chrysoptera,Golden-winged Warbler,Passeriformes,Parulidae,Vermivora chrysoptera,exact,Vermivora chrysoptera_Golden-winged Warbler,exact
Vermivora cyanoptera,Blue-winged Warbler,Passeriformes,Parulidae,Vermivora cyanoptera,exact,Vermivora cyanoptera_Blue-winged Warbler,exact
Oreothlypis gutturalis,Flame-throated Warbler,Passeriformes,Parulidae,Oreothlypis gutturalis,exact,Oreothlypis gutturalis_Flame-throated Warbler,exact
Oreothlypis superciliosa,Crescent-chested Warbler,Passeriformes,Parulidae,Oreothlypis superciliosa,exact,Oreothlypis superciliosa_Crescent-chested Warbler,exact
Leiothlypis peregrina,Tennessee Warbler,Passeriformes,Parulidae,Leiothlypis peregrina,exact,Leiothlypis peregrina_Tennessee Warbler,exact
Leiothlypis celata,Orange-crowned Warbler,Passeriformes,Parulidae,Leiothlypis celata,exact,Leiothlypis celata_Orange-crowned Warbler,exact
Leiothlypis crissalis,Colima Warbler,Passeriformes,Parulidae,Leiothlypis crissalis,exact,Leiothlypis crissalis_Colima Warbler,exact
Leiothlypis luciae,Lucy's Warbler,Passeriformes,Parulidae,Leiothlypis luciae,exact,Leiothlypis luciae_Lucy's Warbler,exact
Leiothlypis ruficapilla,Nashville Warbler,Passeriformes,Parulidae,Leiothlypis ruficapilla,exact,Leiothlypis ruficapilla_Nashville Warbler,exact
Leiothlypis virginiae,Virginia's Warbler,Passeriformes,Parulidae,Leiothlypis virginiae,exact,Leiothlypis virginiae_Virginia's Warbler,exact
Oporornis agilis,Connecticut Warbler,Passeriformes,Parulidae,Oporornis agilis,exact,Oporornis agilis_Connecticut Warbler,exact
Leucopeza semperi,Semper's Warbler,Passeriformes,Parulidae,Leucopeza semperi,exact,,none
Geothlypis philadelphia,Mourning Warbler,Passeriformes,Parulidae,Geothlypis philadelphia,exact,Geothlypis philadelphia_Mourning Warbler,exact
Geothlypis tolmiei,MacGillivray's Warbler,Passeriformes,Parulidae,Geothlypis tolmiei,exact,Geothlypis tolmiei_MacGillivray's Warbler,exact
Geothlypis poliocephala,Grey-crowned Yellowthroat,Passeriformes,Parulidae,Geothlypis poliocephala,exact,Geothlypis poliocephala_Grey-crowned Yellowthroat,exact
Geothlypis velata,Southern Yellowthroat,Passeriformes,Parulidae,Geothlypis velata,exact,Geothlypis velata_Southern Yellowthroat,exact
Geothlypis aequinoctialis,Masked Yellowthroat,Passeriformes,Parulidae,Geothlypis aequinoctialis,exact,Geothlypis aequinoctialis_Masked Yellowthroat,exact
Geothlypis auricularis,Black-lored Yellowthroat,Passeriformes,Parulidae,Geothlypis auricularis,exact,Geothlypis auricularis_Black-lored Yellowthroat,exact
Geothlypis formosa,Kentucky Warbler,Passeriformes,Parulidae,Geothlypis formosa,exact,Geothlypis formosa_Kentucky Warbler,exact
Geothlypis speciosa,Black-polled Yellowthroat,Passeriformes,Parulidae,Geothlypis speciosa,exact,Geothlypis speciosa_Black-polled Yellowthroat,exact
Geothlypis nelsoni,Hooded Yellowthroat,Passeriformes,Parulidae,Geothlypis nelsoni,exact,Geothlypis nelsoni_Hooded Yellowthroat,exact
Geothlypis semiflava,Olive-crowned Yellowthroat,Passeriformes,Parulidae,Geothlypis semiflava,exact,Geothlypis semiflava_Olive-crowned Yellowthroat,exact
Geothlypis rostrata,Bahama Yellowthroat,Passeriformes,Parulidae,Geothlypis rostrata,exact,Geothlypis rostrata_Bahama Yellowthroat,exact
Geothlypis trichas,Common Yellowthroat,Passeriformes,Parulidae,Geothlypis trichas,exact,Geothlypis trichas_Common Yellowthroat,exact
Geothlypis flavovelata,Altamira Yellowthroat,Passeriformes,Parulidae,Geothlypis flavovelata,exact,Geothlypis flavovelata_Altamira Yellowthroat,exact
Geothlypis beldingi,Belding's Yellowthroat,Passeriformes,Parulidae,Geothlypis beldingi,exact,Geothlypis beldingi_Belding's Yellowthroat,exact
Catharopeza bishopi,Whistling Warbler,Passeriformes,Parulidae,Catharopeza bishopi,exact,,none
Setophaga plumbea,Plumbeous Warbler,Passeriformes,Parulidae,Setophaga plumbea,exact,Setophaga plumbea_Plumbeous Warbler,exact
Setophaga pharetra,Arrowhead Warbler,Passeriformes,Parulidae,Setophaga pharetra,exact,Setophaga pharetra_Arrowhead Warbler,exact
Setophaga angelae,Elfin Woods Warbler,Passeriformes,Parulidae,Setophaga angelae,exact,Setophaga angelae_Elfin Woods Warbler,exact
Setophaga kirtlandii,Kirtland's Warbler,Passeriformes,Parulidae,Setophaga kirtlandii,exact,Setophaga kirtlandii_Kirtland's Warbler,exact
Setophaga ruticilla,American Redstart,Passeriformes,Parulidae,Setophaga ruticilla,exact,Setophaga ruticilla_American Redstart,exact
Setophaga citrina,Hooded Warbler,Passeriformes,Parulidae,Setophaga citrina,exact,Setophaga citrina_Hooded Warbler,exact
Setophaga caerulescens,Black-throated Blue Warbler,Passeriformes,Parulidae,Setophaga caerulescens,exact,Setophaga caerulescens_Black-throated Blue Warbler,exact
Setophaga cerulea,Cerulean Warbler,Passeriformes,Parulidae,Setophaga cerulea,exact,Setophaga cerulea_Cerulean Warbler,exact
Setophaga americana,Northern Parula,Passeriformes,Parulidae,Setophaga americana,exact,Setophaga americana_Northern Parula,exact
Setophaga pitiayumi,Tropical Parula,Passeriformes,Parulidae,Setophaga pitiayumi,exact,Setophaga pitiayumi_Tropical Parula,exact
Setophaga magnolia,Magnolia Warbler,Passeriformes,Parulidae,Setophaga magnolia,exact,Setophaga magnolia_Magnolia Warbler,exact
Setophaga fusca,Blackburnian Warbler,Passeriformes,Parulidae,Setophaga fusca,exact,Setophaga fusca_Blackburnian Warbler,exact
Setophaga striata,Blackpoll Warbler,Passeriformes,Parulidae,Setophaga striata,exact,Setophaga striata_Blackpoll Warbler,exact
Setophaga castanea,Bay-breasted Warbler,Passeriformes,Parulidae,Setophaga castanea,exact,Setophaga castanea_Bay-breasted Warbler,exact
Setophaga pensylvanica,Chestnut-sided Warbler,Passeriformes,Parulidae,Setophaga pensylvanica,exact,Setophaga pensylvanica_Chestnut-sided Warbler,exact
Setophaga aestiva,American Yellow Warbler,Passeriformes,Parulidae,Setophaga aestiva,exact,Setophaga aestiva_American Yellow Warbler,exact
Setophaga petechia,Mangrove Warbler,Passeriformes,Parulidae,Setophaga petechia,exact,,none
Setophaga tigrina,Cape May Warbler,Passeriformes,Parulidae,Setophaga tigrina,exact,Setophaga tigrina_Cape May Warbler,exact
Setophaga palmarum,Palm Warbler,Passeriformes,Parulidae,Setophaga palmarum,exact,Setophaga palmarum_Palm Warbler,exact
Setophaga coronata,Yellow-rumped Warbler,Passeriformes,Parulidae,Setophaga coronata,exact,Setophaga coronata_Yellow-rumped Warbler,exact
Setophaga flavescens,Bahama Warbler,Passeriformes,Parulidae,Setophaga flavescens,exact,Setophaga flavescens_Bahama Warbler,exact
Setophaga dominica,Yellow-throated Warbler,Passeriformes,Parulidae,Setophaga dominica,exact,Setophaga dominica_Yellow-throated Warbler,exact
Setophaga pityophila,Olive-capped Warbler,Passeriformes,Parulidae,Setophaga pityophila,exact,Setophaga pityophila_Olive-capped Warbler,exact
Setophaga pinus,Pine Warbler,Passeriformes,Parulidae,Setophaga pinus,exact,Setophaga pinus_Pine Warbler,exact
Setophaga discolor,Prairie Warbler,Passeriformes,Parulidae,Setophaga discolor,exact,Setophaga discolor_Prairie Warbler,exact
Setophaga vitellina,Vitelline Warbler,Passeriformes,Parulidae,Setophaga vitellina,exact,Setophaga vitellina_Vitelline Warbler,exact
Setophaga adelaidae,Adelaide's Warbler,Passeriformes,Parulidae,Setophaga adelaidae,exact,Setophaga adelaidae_Adelaide's Warbler,exact
Setophaga delicata,St. Lucia Warbler,Passeriformes,Parulidae,Setophaga delicata,exact,Setophaga delicata_St. Lucia Warbler,exact
Setophaga subita,Barbuda Warbler,Passeriformes,Parulidae,Setophaga subita,exact,Setophaga subita_Barbuda Warbler,exact
Setophaga nigrescens,Black-throated Grey Warbler,Passeriformes,Parulidae,Setophaga nigrescens,exact,Setophaga nigrescens_Black-throated Grey Warbler,exact
Setophaga graciae,Grace's Warbler,Passeriformes,Parulidae,Setophaga graciae,exact,Setophaga graciae_Grace's Warbler,exact
Setophaga virens,Black-throated Green Warbler,Passeriformes,Parulidae,Setophaga virens,exact,Setophaga virens_Black-throated Green Warbler,exact
Setophaga chrysoparia,Golden-cheeked Warbler,Passeriformes,Parulidae,Setophaga chrysoparia,exact,Setophaga chrysoparia_Golden-cheeked Warbler,exact
Setophaga occidentalis,Hermit Warbler,Passeriformes,Parulidae,Setophaga occidentalis,exact,Setophaga occidentalis_Hermit Warbler,exact
Setophaga townsendi,Townsend's Warbler,Passeriformes,Parulidae,Setophaga townsendi,exact,Setophaga townsendi_Townsend's Warbler,exact
Myiothlypis griseiceps,Grey-headed Warbler,Passeriformes,Parulidae,Myiothlypis griseiceps,exact,Myiothlypis griseiceps_Grey-headed Warbler,exact
Myiothlypis basilica,Santa Marta Warbler,Passeriformes,Parulidae,,none,Myiothlypis basilica_Santa Marta Warbler,exact
Myiothlypis luteoviridis,Citrine Warbler,Passeriformes,Parulidae,Myiothlypis luteoviridis,exact,Myiothlypis luteoviridis_Citrine Warbler,exact
Myiothlypis leucophrys,White-striped Warbler,Passeriformes,Parulidae,Myiothlypis leucophrys,exact,Myiothlypis leucophrys_White-striped Warbler,exact
Myiothlypis flaveola,Flavescent Warbler,Passeriformes,Parulidae,Myiothlypis flaveola,exact,Myiothlypis flaveola_Flavescent Warbler,exact
Myiothlypis leucoblephara,White-rimmed Warbler,Passeriformes,Parulidae,Myiothlypis leucoblephara,exact,Myiothlypis leucoblephara_White-rimmed Warbler,exact
Myiothlypis signata,Pale-legged Warbler,Passeriformes,Parulidae,Myiothlypis signata,exact,Myiothlypis signata_Pale-legged Warbler,exact
Myiothlypis nigrocristata,Black-crested Warbler,Passeriformes,Parulidae,Myiothlypis nigrocristata,exact,Myiothlypis nigrocristata_Black-crested Warbler,exact
Myiothlypis fulvicauda,Buff-rumped Warbler,Passeriformes,Parulidae,Myiothlypis fulvicauda,exact,Myiothlypis fulvicauda_Buff-rumped Warbler,exact
Myiothlypis rivularis,Riverbank Warbler,Passeriformes,Parulidae,Myiothlypis rivularis,exact,Myiothlypis rivularis_Riverbank Warbler,exact
Myiothlypis bivittata,Two-banded Warbler,Passeriformes,Parulidae,Myiothlypis bivittata,exact,Myiothlypis bivittata_Two-banded Warbler,exact
Myiothlypis chlorophrys,Choco Warbler,Passeriformes,Parulidae,Myiothlypis chlorophrys,exact,Myiothlypis chlorophrys_Choco Warbler,exact
Myiothlypis chrysogaster,Cuzco Warbler,Passeriformes,Parulidae,Myiothlypis chrysogaster,exact,Myiothlypis chrysogaster_Cuzco Warbler,exact
Myiothlypis cinereicollis,Grey-throated Warbler,Passeriformes,Parulidae,Myiothlypis cinereicollis,exact,Myiothlypis cinereicollis_Grey-throated Warbler,exact
Myiothlypis conspicillata,White-lored Warbler,Passeriformes,Parulidae,Myiothlypis conspicillata,exact,Myiothlypis conspicillata_White-lored Warbler,exact
Myiothlypis fraseri,Grey-and-gold Warbler,Passeriformes,Parulidae,Myiothlypis fraseri,exact,Myiothlypis fraseri_Grey-and-gold Warbler,exact
Myiothlypis coronata,Russet-crowned Warbler,Passeriformes,Parulidae,Myiothlypis coronata,exact,Myiothlypis coronata_Russet-crowned Warbler,exact
Basileuterus lachrymosus,Fan-tailed Warbler,Passeriformes,Parulidae,Basileuterus lachrymosus,exact,,none
Basileuterus rufifrons,Rufous-capped Warbler,Passeriformes,Parulidae,Basileuterus rufifrons,exact,Basileuterus rufifrons_Rufous-capped Warbler,exact
Basileuterus delattrii,Chestnut-capped Warbler,Passeriformes,Parulidae,,none,Basileuterus delattrii_Chestnut-capped Warbler,exact
Basileuterus melanogenys,Black-cheeked Warbler,Passeriformes,Parulidae,Basileuterus melanogenys,exact,Basileuterus melanogenys_Black-cheeked Warbler,exact
Basileuterus ignotus,Pirre Warbler,Passeriformes,Parulidae,Basileuterus ignotus,exact,Basileuterus ignotus_Pirre Warbler,exact
Basileuterus belli,Golden-browed Warbler,Passeriformes,Parulidae,Basileuterus belli,exact,Basileuterus belli_Golden-browed Warbler,exact
Basileuterus culicivorus,Golden-crowned Warbler,Passeriformes,Parulidae,Basileuterus culicivorus,exact,Basileuterus culicivorus_Golden-crowned Warbler,exact
Basileuterus melanotis,Black-eared Warbler,Passeriformes,Parulidae,Basileuterus melanotis,exact,Basileuterus melanotis_Black-eared Warbler,exact
Basileuterus tacarcunae,Tacarcuna Warbler,Passeriformes,Parulidae,,none,,none
Basileuterus tristriatus,Three-striped Warbler,Passeriformes,Parulidae,Basileuterus tristriatus,exact,Basileuterus tristriatus_Three-striped Warbler,exact
Basileuterus punctipectus,Yungas Warbler,Passeriformes,Parulidae,Basileuterus punctipectus,exact,Basileuterus punctipectus_Yungas Warbler,exact
Basileuterus trifasciatus,Three-banded Warbler,Passeriformes,Parulidae,Basileuterus trifasciatus,exact,Basileuterus trifasciatus_Three-banded Warbler,exact
Cardellina canadensis,Canada Warbler,Passeriformes,Parulidae,Cardellina canadensis,exact,Cardellina canadensis_Canada Warbler,exact
Cardellina pusilla,Wilson's Warbler,Passeriformes,Parulidae,Cardellina pusilla,exact,Cardellina pusilla_Wilson's Warbler,exact
Cardellina rubrifrons,Red-faced Warbler,Passeriformes,Parulidae,Cardellina rubrifrons,exact,Cardellina rubrifrons_Red-faced Warbler,exact
Cardellina versicolor,Pink-headed Warbler,Passeriformes,Parulidae,Cardellina versicolor,exact,Cardellina versicolor_Pink-headed Warbler,exact
Cardellina rubra,Red Warbler,Passeriformes,Parulidae,Cardellina rubra,exact,Cardellina rubra_Red Warbler,exact
Myioborus pictus,Painted Whitestart,Passeriformes,Parulidae,Myioborus pictus,exact,Myioborus pictus_Painted Whitestart,exact
Myioborus miniatus,Slate-throated Whitestart,Passeriformes,Parulidae,Myioborus miniatus,exact,Myioborus miniatus_Slate-throated Whitestart,exact
Myioborus brunniceps,Brown-capped Whitestart,Passeriformes,Parulidae,Myioborus brunniceps,exact,Myioborus brunniceps_Brown-capped Whitestart,exact
Myioborus castaneocapilla,Tepui Whitestart,Passeriformes,Parulidae,Myioborus castaneocapilla,exact,Myioborus castaneocapilla_Tepui Whitestart,exact
Myioborus pariae,Paria Whitestart,Passeriformes,Parulidae,,none,Myioborus pariae_Paria Whitestart,exact
Myioborus cardonai,Guaiquinima Whitestart,Passeriformes,Parulidae,,none,,none
Myioborus albifacies,White-faced Whitestart,Passeriformes,Parulidae,,none,,none
Myioborus torquatus,Collared Whitestart,Passeriformes,Parulidae,Myioborus torquatus,exact,Myioborus torquatus_Collared Whitestart,exact
Myioborus flavivertex,Yellow-crowned Whitestart,Passeriformes,Parulidae,Myioborus flavivertex,exact,Myioborus flavivertex_Yellow-crowned Whitestart,exact
Myioborus ornatus,Golden-fronted Whitestart,Passeriformes,Parulidae,Myioborus ornatus,exact,Myioborus ornatus_Golden-fronted Whitestart,exact
Myioborus melanocephalus,Spectacled Whitestart,Passeriformes,Parulidae,Myioborus melanocephalus,exact,Myioborus melanocephalus_Spectacled Whitestart,exact
Myioborus albifrons,White-fronted Whitestart,Passeriformes,Parulidae,Myioborus albifrons,exact,Myioborus albifrons_White-fronted Whitestart,exact
